region,MM,PDR,color
chr12-111050969-111052167,0.20296,0.25525,red
chr12-111126316-111127514,0.0518472,0.226357,red
chr12-111180546-111181744,0.119735,0.25817,red
chr12-111283764-111284962,0.184105,0.276398,red
chr12-111358183-111359381,0.754853,0.636933,red
chr12-111470828-111472026,0.0298028,0.214159,red
chr12-111806727-111807925,0.0962036,0.293718,red
chr12-111842752-111843950,0.0173006,0.160813,red
chr12-112037282-112038480,0.0115916,0.0844278,red
chr12-112122880-112124078,0.00455353,0.0590909,red
chr12-112123592-112124790,0.0345331,0.181696,red
chr12-112203726-112204924,0.175461,0.335394,red
chr12-112279430-112280628,0.0113038,0.0725076,red
chr12-112450120-112451318,0.0422354,0.147929,red
chr12-112450717-112451915,0.00752126,0.0597015,red
chr12-112546628-112547826,0.221325,0.302899,red
chr12-112562349-112563547,0.094363,0.115578,red
chr12-112819698-112820896,0.113289,0.221116,red
chr12-112847202-112848400,0.318847,0.254658,green
chr12-112855718-112856916,0.163052,0.307882,red
chr12-113228460-113229658,0.186278,0.467391,blue
chr12-113375157-113376355,0.15221,0.273523,red
chr12-113415200-113416398,0.29921,0.463235,red
chr12-113494495-113495693,0.127738,0.488029,blue
chr12-113573831-113575029,0.302077,0.335697,red
chr12-113586663-113587861,0.439929,0.39645,red
chr12-113622331-113623529,0.0202823,0.128538,red
chr12-113623086-113624284,0.0263545,0.0804388,red
chr12-113658265-113659463,0.0534917,0.156213,red
chr12-113772637-113773835,0.158869,0.372213,red
chr12-113795375-113796573,0.297835,0.433515,red
chr12-113841495-113842693,0.305068,0.542735,red
chr12-113859042-113860240,0.485678,0.441748,red
chr12-113909679-113910877,0.0994725,0.401418,blue
chr12-114403913-114405111,0.108498,0.171674,red
chr12-114846049-114847247,0.134969,0.413729,blue
chr12-115121197-115122395,0.0413775,0.162791,red
chr12-116714945-116716143,0.0444724,0.321792,blue
chr12-116996186-116997384,0.441567,0.299501,green
chr12-117175096-117176294,0.0079713,0.0798403,red
chr12-117175668-117176866,0.0542338,0.189893,red
chr12-117319048-117320246,0.0413064,0.247396,red
chr12-117347761-117348959,0.132462,0.142373,green
chr12-117537076-117538274,0.11225,0.369863,red
chr12-117628063-117629261,0.289587,0.344353,red
chr12-117768681-117769879,0.793335,0.503226,red
chr12-118406590-118407788,0.0612481,0.166265,red
chr12-118453515-118454713,0.235552,0.304217,red
chr12-118498797-118499995,0.00738159,0.0720524,red
chr12-118541555-118542753,0.214077,0.290185,red
chr12-118572663-118573861,0.312197,0.331337,red
chr12-118810552-118811750,0.0997336,0.153318,red
chr12-118813185-118814383,0.182071,0.358259,red
chr12-119418300-119419498,0.0785626,0.317512,blue
chr12-119615447-119616645,0.462239,0.389908,red
chr12-119771517-119772715,0.349895,0.56,red
chr12-120030264-120031462,0.244191,0.335294,red
chr12-120104558-120105756,0.027416,0.111111,red
chr12-120314897-120316095,0.162427,0.136264,green
chr12-120426673-120427871,0.00810547,0.1566,blue
chr12-120554445-120555643,0.00615415,0.0738162,red
chr12-120632315-120633513,0.0622619,0.174342,red
chr12-120638704-120639902,0.013658,0.108247,red
chr12-120703365-120704563,0.0587711,0.248062,red
chr12-120739124-120740322,0.396138,0.424399,red
chr12-120765394-120766592,0.716309,0.503226,red
chr12-120806785-120807983,0.0298465,0.191829,red
chr12-120874893-120876091,0.0327348,0.0544465,red
chr12-120883241-120884439,0.0231966,0.0450281,red
chr12-120884017-120885215,0.0846364,0.247606,red
chr12-120906653-120907851,0.0124943,0.106013,red
chr12-120907398-120908596,0.2556,0.349186,red
chr12-120966787-120967985,0.0499353,0.104034,red
chr12-120971154-120972352,0.416069,0.445783,red
chr12-121019003-121020201,0.0439081,0.133886,red
chr12-121077355-121078553,0.243451,0.418451,red
chr12-121123672-121124870,0.00554675,0.0606061,red
chr12-121147238-121148436,0.117111,0.190349,red
chr12-121162538-121163736,0.148789,0.301556,red
chr12-121341976-121343174,0.259918,0.382114,red
chr12-121415346-121416544,0.757173,0.562771,red
chr12-121454102-121455300,0.258001,0.300971,red
chr12-121476847-121478045,0.427949,0.711538,red
chr12-121569631-121570829,0.341859,0.115789,green
chr12-121646868-121648066,0.351373,0.354455,red
chr12-121735913-121737111,0.782741,0.357798,green
chr12-121790067-121791265,0.0195853,0.06,red
chr12-121836922-121838120,0.0616842,0.222073,red
chr12-122018691-122019889,0.2545,0.329451,red
chr12-122063455-122064653,0.13084,0.306691,red
chr12-122107362-122108560,0.6899,0.304348,green
chr12-122149701-122150899,0.0228804,0.110899,red
chr12-122231970-122233168,0.00736811,0.0634921,red
chr12-122241638-122242836,0.00778021,0.0967742,red
chr12-122296567-122297765,0.650765,0.473684,red
chr12-122325637-122326835,0.106709,0.131519,red
chr12-122354768-122355966,0.796911,0.481982,red
chr12-122456328-122457526,0.926667,0.253521,green
chr12-122515628-122516826,0.139702,0.329218,red
chr12-122658548-122659746,0.79643,0.551807,red
chr12-122687090-122688288,0.227983,0.484034,red
chr12-122711883-122713081,0.837298,0.385475,red
chr12-122750772-122751970,0.0189384,0.0564374,red
chr12-122750870-122752068,0.020232,0.0564516,red
chr12-122985320-122986518,0.167422,0.178191,red
chr12-123010795-123011993,0.00557103,0.0410334,red
chr12-123011348-123012546,0.00548321,0.0361991,red
chr12-123187692-123188890,0.502704,0.401028,red
chr12-123201241-123202439,0.484552,0.419847,red
chr12-123214931-123216129,0.708483,0.523411,red
chr12-123236321-123237519,0.12236,0.247278,red
chr12-123257874-123259072,0.255775,0.281818,red
chr12-123318973-123320171,0.022609,0.137931,red
chr12-123380793-123381991,0.536208,0.539007,red
chr12-123458127-123459325,0.327626,0.288724,red
chr12-123463607-123464805,0.486897,0.406393,red
chr12-123465998-123467196,0.5475,0.629382,red
chr12-123594777-123595975,0.895359,0.259259,green
chr12-123706243-123707441,0.926003,0.261261,green
chr12-123716463-123717661,0.0401739,0.0510204,red
chr12-123756489-123757687,0.243844,0.34308,red
chr12-123867320-123868518,0.283444,0.295359,red
chr12-123921066-123922264,0.266698,0.361068,red
chr12-123943070-123944268,0.270346,0.421907,red
chr12-124018067-124019265,0.011446,0.15122,red
chr12-124068078-124069276,0.0141965,0.0792317,red
chr12-124085646-124086844,0.159335,0.273224,red
chr12-124117376-124118574,0.0278583,0.0932836,red
chr12-124118115-124119313,0.0583195,0.186728,red
chr12-124154660-124155858,0.353208,0.213172,green
chr12-124195865-124197063,0.206111,0.30967,red
chr12-124246042-124247240,0.0252387,0.219417,blue
chr12-124456670-124457868,0.0104461,0.134328,red
chr12-124457173-124458371,0.0088525,0.128505,red
chr12-124772710-124773908,0.601634,0.445727,red
chr12-124979600-124980798,0.828091,0.621871,red
chr12-125348195-125349393,0.253733,0.253425,red
chr12-125399696-125400894,0.0951577,0.150376,red
chr12-125473469-125474667,0.488421,0.334465,green
chr12-125477246-125478444,0.021537,0.102151,red
chr12-125548925-125550123,0.103008,0.212245,red
chr12-125810162-125811360,0.687693,0.324074,green
chr12-128750948-128752146,0.0692403,0.354132,blue
chr12-129308330-129309528,0.0686648,0.221614,red
chr12-129337081-129338279,0.374929,0.512275,red
chr12-130388013-130389211,0.122234,0.508974,blue
chr12-130646004-130647202,0.0484818,0.207921,red
chr12-130821432-130822630,0.759232,0.713855,red
chr12-131002212-131003410,0.824201,0.470588,red
chr12-131323541-131324739,0.128239,0.215971,red
chr12-131355424-131356622,0.116862,0.372479,red
chr12-131437452-131438650,0.466736,0.375309,red
chr12-132194682-132195880,0.0593995,0.201613,red
chr12-132311938-132313136,0.187488,0.56351,blue
chr12-132378196-132379394,0.134745,0.42093,blue
chr12-132412768-132413966,0.0671186,0.228873,red
chr12-132433508-132434706,0.123808,0.550633,blue
chr12-132627993-132629191,0.0145795,0.176471,blue
chr12-132628682-132629880,0.0359151,0.258915,blue
chr12-132690375-132691573,0.465116,0.504615,red
chr12-133065137-133066335,0.0863738,0.339144,blue
chr12-133194403-133195601,0.14703,0.50838,blue
chr12-133263192-133264390,0.0204504,0.178862,red
chr12-133263635-133264833,0.0088739,0.126789,red
chr12-133263747-133264945,0.0094245,0.126984,red
chr12-133286405-133287603,0.0726884,0.267857,red
chr12-133338276-133339474,0.0771034,0.319424,blue
chr12-133405090-133406288,0.114915,0.298921,red
chr12-133463996-133465194,0.0454353,0.18417,red
chr12-133706178-133707376,0.0197654,0.118881,red
chr12-133706861-133708059,0.0174259,0.09299,red
chr12-133756995-133758193,0.328224,0.206573,green
chr12-133812483-133813681,0.724557,0.684971,red
chr13-19755173-19756371,0.893735,0.505,red
chr13-19755794-19756992,0.884736,0.546366,red
chr13-20077221-20078419,0.878471,0.460251,red
chr13-20206821-20208019,0.113924,0.190476,red
chr13-20356859-20358057,0.177424,0.273021,red
chr13-20437466-20438664,0.00758035,0.0658683,red
chr13-20531810-20533008,0.00977322,0.113069,red
chr13-20734990-20736188,0.0419265,0.301489,blue
chr13-20763721-20764919,0.64566,0.571831,red
chr13-20806336-20807534,0.197895,0.432099,red
chr13-21099798-21100996,0.0311866,0.103448,red
chr13-21140277-21141475,0.118508,0.19637,red
chr13-21276482-21277680,0.0576116,0.211878,red
chr13-21347890-21349088,0.247987,0.315705,red
chr13-21476751-21477949,0.228977,0.351882,red
chr13-21635488-21636686,0.186111,0.363002,red
chr13-21713653-21714851,0.122042,0.203457,red
chr13-21749784-21750982,0.00800557,0.0805085,red
chr13-21750543-21751741,0.0270764,0.0736648,red
chr13-22033225-22034423,0.31021,0.340125,red
chr13-22178155-22179353,0.171336,0.0953947,green
chr13-22244522-22245720,0.0063142,0.0732293,red
chr13-23754091-23755289,0.68898,0.566667,red
chr13-24007643-24008841,0.368235,0.232727,green
chr13-24152499-24153697,0.0847128,0.139535,red
chr13-24463360-24464558,0.0640133,0.132,red
chr13-24470996-24472194,0.849641,0.414141,red
chr13-24552944-24554142,0.0569832,0.0680101,green
chr13-24880304-24881502,0.793313,0.554745,red
chr13-25086750-25087948,0.033405,0.0551876,red
chr13-25253549-25254747,0.116841,0.260606,red
chr13-25337290-25338488,0.892458,0.459588,red
chr13-25496820-25498018,0.0752005,0.0916149,green
chr13-25669300-25670498,0.518676,0.563025,red
chr13-25746227-25747425,0.544658,0.796791,red
chr13-25861949-25863147,0.630528,0.524904,red
chr13-25874662-25875860,0.234576,0.390736,red
chr13-25945209-25946407,0.166095,0.409396,red
chr13-26624971-26626169,0.0663284,0.412429,blue
chr13-26796593-26797791,0.260157,0.386179,red
chr13-26827276-26828474,0.0990572,0.198276,red
chr13-27130887-27132085,0.0145144,0.146552,red
chr13-27334724-27335922,0.118384,0.405728,blue
chr13-27745835-27747033,0.0209595,0.058011,red
chr13-27824446-27825644,0.0422646,0.0527704,green
chr13-27843464-27844662,0.232256,0.487671,red
chr13-27997681-27998879,0.107729,0.159696,red
chr13-28024503-28025701,0.0123172,0.0767386,red
chr13-28193903-28195101,0.00593411,0.0748663,red
chr13-28194343-28195541,0.00872708,0.0735108,red
chr13-28365780-28366978,0.128521,0.518519,blue
chr13-28493157-28494355,0.109927,0.4272,blue
chr13-28518343-28519541,0.780869,0.358744,green
chr13-28545078-28546276,0.421665,0.602299,red
chr13-28562593-28563791,0.737694,0.75,red
chr13-28674531-28675729,0.12898,0.338954,red
chr13-28711643-28712841,0.014823,0.0848485,red
chr13-29069034-29070232,0.0708053,0.345382,blue
chr13-29232241-29233439,0.015376,0.0591054,red
chr13-29292909-29294107,0.10235,0.14587,red
chr13-29597748-29598946,0.810797,0.441176,red
chr13-30169627-30170825,0.119717,0.266932,red
chr13-30424623-30425821,0.0854861,0.0932203,green
chr13-30881423-30882621,0.097772,0.313856,red
chr13-31190920-31192118,0.00504796,0.0502451,red
chr13-31191536-31192734,0.00494676,0.0529865,red
chr13-31479328-31480526,0.303125,0.449772,red
chr13-31735866-31737064,0.00769675,0.0552083,red
chr13-31773073-31774271,0.122855,0.198529,red
chr13-32312679-32313877,0.789157,0.528571,red
chr13-32604437-32605635,0.0317375,0.12024,red
chr13-32888617-32889815,0.332922,0.28031,red
chr13-32889283-32890481,0.0119083,0.0859454,red
chr13-33112738-33113936,0.117848,0.142019,red
chr13-33159564-33160762,0.121327,0.202206,red
chr13-33589571-33590769,0.1074,0.360913,red
chr13-33859694-33860892,0.105545,0.117333,green
chr13-34391186-34392384,0.0823038,0.072973,green
chr13-35515424-35516622,0.0330623,0.158898,red
chr13-36050634-36051832,0.326796,0.3808,red
chr13-36705245-36706443,0.205539,0.345771,red
chr13-36871781-36872979,0.0690062,0.120075,red
chr13-36920736-36921934,0.303425,0.294253,red
chr13-37005495-37006693,0.0336948,0.257468,blue
chr13-37247049-37248247,0.332492,0.523121,red
chr13-37392361-37393559,0.0866754,0.18264,red
chr13-37494211-37495409,0.276656,0.432133,red
chr13-37573306-37574504,0.0118475,0.0839937,red
chr13-37573678-37574876,0.0116639,0.0553977,red
chr13-37633625-37634823,0.202134,0.313659,red
chr13-37679605-37680803,0.830157,0.619744,red
chr13-38172783-38173981,0.323715,0.42623,red
chr13-38443741-38444939,0.17142,0.39593,red
chr13-38923018-38924216,0.00652329,0.0381125,red
chr13-39260266-39261464,0.0350302,0.155446,red
chr13-39565005-39566203,0.841549,0.326531,green
chr13-39611455-39612653,0.00672332,0.0367063,red
chr13-40177110-40178308,0.0201256,0.112397,red
chr13-40228814-40230012,0.0419176,0.0520833,green
chr13-41240536-41241734,0.00854629,0.113636,red
chr13-41345111-41346309,0.127379,0.153166,red
chr13-41362633-41363831,0.146517,0.418278,blue
chr13-41634410-41635608,0.00468257,0.0536451,red
chr13-41706684-41707882,0.0147981,0.0545073,red
chr13-41768504-41769702,0.218137,0.249351,red
chr13-41837515-41838713,0.118528,0.0484694,green
chr13-41884341-41885539,0.273157,0.285714,red
chr13-42030695-42031893,0.143959,0.449575,blue
chr13-42535022-42536220,0.0780976,0.197842,red
chr13-42621889-42623087,0.00871291,0.0753086,red
chr13-42845289-42846487,0.0972692,0.158333,red
chr13-43147289-43148487,0.251452,0.314655,red
chr13-43596339-43597537,0.52721,0.440422,red
chr13-44360846-44362044,0.0297422,0.190751,red
chr13-44452420-44453618,0.148393,0.222868,red
chr13-44735195-44736393,0.74553,0.5,red
chr13-44946978-44948176,0.282489,0.423477,red
chr13-45150503-45151701,0.00615942,0.10984,red
chr13-45563420-45564618,0.0559257,0.122919,red
chr13-45693650-45694848,0.0136219,0.0938462,red
chr13-45915307-45916505,0.0401581,0.0909091,red
chr13-45992317-45993515,0.0404239,0.108225,red
chr13-46038060-46039258,0.186077,0.16185,green
chr13-46425673-46426871,0.196299,0.278632,red
chr13-46626696-46627894,0.107064,0.213333,red
chr13-46785285-46786483,0.0405704,0.160088,red
chr13-47126395-47127593,0.0533672,0.175758,red
chr13-47371169-47372367,0.0945362,0.150592,red
chr13-47469975-47471173,0.338616,0.270463,red
chr13-48575264-48576462,0.149398,0.195531,red
chr13-48610703-48611901,0.0712845,0.137214,red
chr13-48669042-48670240,0.257557,0.261438,red
chr13-48806294-48807492,0.151672,0.263369,red
chr13-48876911-48878109,0.0507375,0.134111,red
chr13-49107171-49108369,0.299237,0.242063,green
chr13-49279951-49281149,0.928994,0.267857,red
chr13-49549048-49550246,0.0385343,0.0788177,red
chr13-49793474-49794672,0.177724,0.528436,blue
chr13-49821061-49822259,0.0366777,0.0317797,red
chr13-49975537-49976735,0.591181,0.35,green
chr13-50017510-50018708,0.0131225,0.0583446,red
chr13-50069097-50070295,0.0425863,0.115747,red
chr13-50159521-50160719,0.0907784,0.253219,red
chr13-50201435-50202633,0.669593,0.319444,green
chr13-50265413-50266611,0.195238,0.232938,red
chr13-50366859-50368057,0.178532,0.231351,red
chr13-50510278-50511476,0.0393432,0.170759,red
chr13-50570173-50571371,0.0304162,0.159396,red
chr13-50655307-50656505,0.0065323,0.0703518,red
chr13-51482814-51484012,0.215617,0.154525,green
chr13-51795507-51796705,0.0637493,0.257658,red
chr13-51914168-51915366,0.820246,0.438776,red
chr13-52026936-52028134,0.0111187,0.0552239,red
chr13-52157644-52158842,0.0600128,0.18593,red
chr13-52378061-52379259,0.062476,0.193265,red
chr13-52585432-52586630,0.00800211,0.0906832,red
chr13-52585550-52586748,0.00683777,0.0853659,red
chr13-52597827-52599025,0.933944,0.136905,green
chr13-52703016-52704214,0.235698,0.299866,red
chr13-52731422-52732620,0.917183,0.296089,red
chr13-52980065-52981263,0.118291,0.152125,red
chr13-53024559-53025757,0.219158,0.254932,red
chr13-53028602-53029800,0.0213789,0.105339,red
chr13-53190605-53191803,0.0908452,0.107413,green
chr13-53225974-53227172,0.00687698,0.0465394,red
chr13-53313717-53314915,0.227599,0.489914,red
chr13-53422577-53423775,0.116259,0.410383,blue
chr13-53601894-53603092,0.755875,0.491525,red
chr13-58205655-58206853,0.118905,0.287139,red
chr13-60737923-60739121,0.0426576,0.0663265,red
chr13-60970427-60971625,0.00443931,0.0507166,red
chr13-62001784-62002982,0.889974,0.221649,green
chr13-67804270-67805468,0.0167027,0.102804,red
chr13-70682393-70683591,0.695306,0.528345,red
chr13-72441132-72442330,0.0781531,0.176565,red
chr13-73301064-73302262,0.00956203,0.115291,red
chr13-73301627-73302825,0.032945,0.0608519,red
chr13-73355197-73356395,0.00518184,0.0507674,red
chr13-73355873-73357071,0.00580389,0.0541612,red
chr13-73631930-73633128,0.0846865,0.188797,red
chr13-76056052-76057250,0.0194433,0.0772627,red
chr13-76111779-76112977,0.129669,0.0455342,green
chr13-76122927-76124125,0.0662287,0.103746,red
chr13-76333797-76334995,0.493902,0.338462,green
chr13-77460327-77461525,0.0949754,0.207167,red
chr13-77563795-77564993,0.945674,0.106667,green
chr13-77601087-77602285,0.114535,0.159844,red
chr13-77900616-77901814,0.00945106,0.0663176,red
chr13-78108895-78110093,0.703625,0.4,green
chr13-78272016-78273214,0.00613497,0.0830861,red
chr13-78493705-78494903,0.328977,0.352641,red
chr13-79177475-79178673,0.0483693,0.267442,blue
chr13-79233116-79234314,0.0843804,0.181303,red
chr13-79979725-79980923,0.00489308,0.056044,red
chr13-80054287-80055485,0.14176,0.213004,red
chr13-80913596-80914794,0.0183267,0.0853147,red
chr13-84456330-84457528,0.182366,0.429144,red
chr13-88323870-88325068,0.038893,0.170515,red
chr13-92049929-92051127,0.0674378,0.149007,red
chr13-93878095-93879293,0.126232,0.157895,red
chr13-95131738-95132936,0.650639,0.553571,red
chr13-95248313-95249511,0.296067,0.277978,red
chr13-95253157-95254355,0.115836,0.217391,red
chr13-95364191-95365389,0.0497338,0.234908,red
chr13-95953485-95954683,0.036567,0.202593,red
chr13-96203979-96205177,0.297528,0.518053,red
chr13-96295319-96296517,0.162673,0.286573,red
chr13-96328393-96329591,0.0048455,0.0515362,red
chr13-96705439-96706637,0.113819,0.246217,red
chr13-96742093-96743291,0.019199,0.195355,blue
chr13-97646406-97647604,0.215371,0.404389,red
chr13-97873609-97874807,0.103363,0.114754,green
chr13-98085476-98086674,0.00457579,0.0572988,red
chr13-98604929-98606127,0.69913,0.57563,red
chr13-98794505-98795703,0.0228948,0.204365,blue
chr13-98829321-98830519,0.921264,0.448905,red
chr13-99174054-99175252,0.791407,0.573333,red
chr13-99404710-99405908,0.182901,0.51087,blue
chr13-99630046-99631244,0.456685,0.233898,green
chr13-99852028-99853226,0.00626578,0.0712074,red
chr13-99913800-99914998,0.871155,0.461538,red
chr13-99959461-99960659,0.389988,0.280303,green
chr13-100152671-100153869,0.0876731,0.204839,red
chr13-100257923-100259121,0.0792702,0.198413,red
chr13-100623965-100625163,0.220422,0.640986,blue
chr13-100633026-100634224,0.0330756,0.278237,blue
chr13-100740337-100741535,0.153662,0.294457,red
chr13-101326851-101328049,0.0149117,0.136792,red
chr13-102068508-102069706,0.0634902,0.264912,red
chr13-102103966-102105164,0.63357,0.627803,red
chr13-103053926-103055124,0.0732102,0.21286,red
chr13-103248353-103249551,0.00572107,0.0551181,red
chr13-103346656-103347854,0.684694,0.528736,red
chr13-103425963-103427161,0.259095,0.465847,red
chr13-103450399-103451597,0.0481457,0.0841463,red
chr13-103451159-103452357,0.00892079,0.0724346,red
chr13-103458704-103459902,0.902876,0.272436,green
chr13-103496194-103497392,0.807132,0.159091,green
chr13-103718998-103720196,0.794236,0.527273,red
chr13-107187264-107188462,0.0124732,0.154286,red
chr13-107220314-107221512,0.0891365,0.0786802,green
chr13-108518885-108520083,0.0667741,0.303571,red
chr13-108866932-108868130,0.168102,0.293333,red
chr13-108869727-108870925,0.198395,0.216418,red
chr13-109247500-109248698,0.482293,0.546218,red
chr13-110438717-110439915,0.0203807,0.179842,red
chr13-110958614-110959812,0.059329,0.287582,red
chr13-110959298-110960496,0.0536697,0.243073,red
chr13-111213882-111215080,0.132402,0.285714,red
chr13-111267008-111268206,0.232155,0.260337,red
chr13-111358306-111359504,0.0536813,0.103659,red
chr13-111366329-111367527,0.00653537,0.0890125,red
chr13-111567218-111568416,0.0128437,0.0829016,red
chr13-111766624-111767822,0.0188391,0.151934,red
chr13-111972015-111973213,0.74793,0.571942,red
chr13-112720913-112722111,0.0911255,0.462687,blue
chr13-113029633-113030831,0.763537,0.548872,red
chr13-113242283-113243481,0.276207,0.339806,red
chr13-113343643-113344841,0.0247658,0.197161,red
chr13-113622535-113623733,0.0420359,0.208215,red
chr13-113759121-113760319,0.523033,0.634146,red
chr13-113776132-113777330,0.55175,0.583333,red
chr13-113811968-113813166,0.626514,0.722222,red
chr13-113862785-113863983,0.00579364,0.102473,red
chr13-113862858-113864056,0.00601447,0.105357,red
chr13-113950556-113951754,0.190565,0.335484,red
chr13-114018243-114019441,0.329059,0.572668,red
chr13-114107641-114108839,0.813489,0.448459,red
chr13-114144310-114145508,0.00676685,0.112054,red
chr13-114145069-114146267,0.0318752,0.155143,red
chr13-114238056-114239254,0.163327,0.357401,red
chr13-114312303-114313501,0.816748,0.678571,red
chr13-114320470-114321668,0.821855,0.719178,red
chr13-114461216-114462414,0.159733,0.328605,red
chr13-114566842-114568040,0.163609,0.313333,red
chr13-114897888-114899086,0.0129425,0.1375,red
chr13-114999362-115000560,0.269666,0.249545,red
chr13-115046059-115047257,0.0464462,0.114641,red
chr13-115078988-115080186,0.118516,0.265672,red
chr14-20402767-20403965,0.727785,0.567164,red
chr14-20502721-20503919,0.504382,0.761905,red
chr14-20709898-20711096,0.733945,0.551724,red
chr14-20773955-20775153,0.178015,0.080429,green
chr14-20810774-20811972,0.100851,0.0322581,green
chr14-20881382-20882580,0.0312565,0.0468165,red
chr14-20903603-20904801,0.669805,0.475709,red
chr14-20922354-20923552,0.0110108,0.0441527,red
chr14-20923066-20924264,0.0121594,0.0408879,red
chr14-20929426-20930624,0.0723451,0.0689655,green
chr14-20936538-20937736,0.287703,0.308772,red
chr14-20977612-20978810,0.827344,0.5,red
chr14-21058784-21059982,0.780651,0.6,red
chr14-21077756-21078954,0.0403769,0.160861,red
chr14-21109652-21110850,0.814213,0.407216,red
chr14-21151259-21152457,0.00512768,0.038496,red
chr14-21151336-21152534,0.0052879,0.0413005,red
chr14-21213051-21214249,0.738285,0.75,red
chr14-21235586-21236784,0.726844,0.481982,red
chr14-21248210-21249408,0.73187,0.645833,red
chr14-21271239-21272437,0.785898,0.382979,red
chr14-21358558-21359756,0.589693,0.650718,red
chr14-21422611-21423809,0.558757,0.722892,red
chr14-21457139-21458337,0.191649,0.132632,green
chr14-21492925-21494123,0.0397477,0.172742,red
chr14-21497385-21498583,0.8671,0.324324,red
chr14-21509385-21510583,0.57861,0.570652,red
chr14-21524981-21526179,0.865517,0.195745,green
chr14-21537429-21538627,0.0185361,0.127854,red
chr14-21566096-21567294,0.0336307,0.145594,red
chr14-21566601-21567799,0.139208,0.274406,red
chr14-21737440-21738638,0.107306,0.0769231,green
chr14-21755136-21756334,0.884488,0.282609,green
chr14-21852227-21853425,0.006684,0.04,red
chr14-21899669-21900867,0.920569,0.25,green
chr14-21943914-21945112,0.147864,0.194969,red
chr14-21944934-21946132,0.0497818,0.155827,red
chr14-21979319-21980517,0.277155,0.284197,red
chr14-22005152-22006350,0.665398,0.192308,green
chr14-22102898-22104096,0.742812,0.739726,red
chr14-23057977-23059175,0.119922,0.196429,red
chr14-23066146-23067344,0.247089,0.307368,red
chr14-23234731-23235929,0.317895,0.167464,green
chr14-23284814-23286012,0.854374,0.434629,red
chr14-23298092-23299290,0.3943,0.331897,red
chr14-23304766-23305964,0.365119,0.164444,green
chr14-23339822-23341020,0.0934787,0.0778032,green
chr14-23351374-23352572,0.289542,0.505882,red
chr14-23388195-23389393,0.0536391,0.0507519,green
chr14-23398596-23399794,0.0145274,0.0857143,red
chr14-23426165-23427363,0.355067,0.334171,red
chr14-23451653-23452851,0.0184567,0.0824176,red
chr14-23479162-23480360,0.151448,0.230088,red
chr14-23504156-23505354,0.294454,0.136784,green
chr14-23510376-23511574,0.856978,0.405714,red
chr14-23526549-23527747,0.0127568,0.0909091,red
chr14-23562974-23564172,0.0359037,0.0564103,red
chr14-23564625-23565823,0.0160941,0.0889454,red
chr14-23588627-23589825,0.588798,0.602564,red
chr14-23652651-23653849,0.415899,0.337522,red
chr14-23653525-23654723,0.75012,0.486726,red
chr14-23755128-23756326,0.0107934,0.0671233,red
chr14-23771859-23773057,0.223644,0.292562,red
chr14-23774971-23776169,0.124015,0.112628,green
chr14-23775176-23776374,0.120057,0.128205,green
chr14-23789498-23790696,0.200311,0.157143,green
chr14-23821882-23823080,0.183454,0.319728,red
chr14-23834644-23835842,0.0808713,0.270224,red
chr14-23845017-23846215,0.772551,0.453258,red
chr14-23877288-23878486,0.687023,0.802326,red
chr14-23904729-23905927,0.72481,0.602151,red
chr14-23937897-23939095,0.255461,0.280843,red
chr14-24020660-24021858,0.387566,0.360656,red
chr14-24024231-24025429,0.288441,0.230159,green
chr14-24037081-24038279,0.109388,0.161905,red
chr14-24047796-24048994,0.373844,0.496124,red
chr14-24104582-24105780,0.910233,0.36971,red
chr14-24421795-24422993,0.213408,0.315341,red
chr14-24457031-24458229,0.14283,0.226519,red
chr14-24520209-24521407,0.0791089,0.231164,red
chr14-24562347-24563545,0.364679,0.314783,red
chr14-24582989-24584187,0.00596478,0.0567376,red
chr14-24584025-24585223,0.0109833,0.0490463,red
chr14-24599484-24600682,0.757634,0.389937,green
chr14-24604409-24605607,0.0413977,0.14587,red
chr14-24610596-24611794,0.128304,0.182844,red
chr14-24615588-24616786,0.0161481,0.0520231,red
chr14-24616232-24617430,0.0128238,0.0589812,red
chr14-24629262-24630460,0.528329,0.362694,red
chr14-24640062-24641260,0.372279,0.450704,red
chr14-24657972-24659170,0.24729,0.149083,green
chr14-24664695-24665893,0.00865239,0.0667678,red
chr14-24673926-24675124,0.929117,0.484848,red
chr14-24682481-24683679,0.11177,0.0609756,green
chr14-24682877-24684075,0.602477,0.262295,green
chr14-24685075-24686273,0.190605,0.0169492,green
chr14-24701107-24702305,0.00637096,0.0458248,red
chr14-24701360-24702558,0.0191021,0.0965174,red
chr14-24701462-24702660,0.0275978,0.117711,red
chr14-24711682-24712880,0.0507542,0.148148,red
chr14-24732218-24733416,0.587013,0.512438,red
chr14-24740607-24741805,0.0627313,0.0873786,green
chr14-24768068-24769266,0.0396586,0.160221,red
chr14-24768841-24770039,0.0512541,0.188249,red
chr14-24777161-24778359,0.61488,0.723404,red
chr14-24780403-24781601,0.0679783,0.247807,red
chr14-24781517-24782715,0.609284,0.244681,green
chr14-24804079-24805277,0.396226,0.623234,red
chr14-24809053-24810251,0.254877,0.134831,green
chr14-24835117-24836315,0.0457565,0.165984,red
chr14-24866992-24868190,0.316569,0.310345,red
chr14-24897492-24898690,0.86006,0.454545,red
chr14-24898533-24899731,0.0239755,0.0965418,red
chr14-24911811-24913009,0.0356219,0.0342742,red
chr14-25078666-25079864,0.830825,0.682635,red
chr14-25519305-25520503,0.0751809,0.245665,red
